x0,x1,x2,y3
0.31236664138204107,0.31236664138204107,0.41580740217060963,7.240810344110193
0.8322598013952011,0.8322598013952011,0.04161417386189248,6.99661202539922
0.8047643574968019,0.8047643574968019,0.49399081924451893,8.55701270780549
0.38747837903017446,0.38747837903017446,0.3298612123327853,7.1426315094225865
0.2883281039302441,0.2883281039302441,0.1445241888660469,5.998930306741869
0.6824955039749755,0.6824955039749755,0.10340296772255164,7.0165900662447935
0.1397524836093098,0.1397524836093098,0.587644572177712,7.1246719330230395
0.19990820247510832,0.19990820247510832,0.1705929685368861,6.094161809839189
0.007362269751005512,0.007362269751005512,0.9251201183767972,8.285301262754158
0.7869243775021384,0.7869243775021384,0.581061139700395,8.657426691203515
0.6648508565920321,0.6648508565920321,0.34686980453483707,7.672758437570612
0.7051653786263351,0.7051653786263351,0.5909154914814168,8.510957237348856
0.7807290310219679,0.7807290310219679,0.022803871029697498,6.610444167141302
0.45891577553833995,0.45891577553833995,0.9585592132414453,9.30287892693727
0.5687411959528937,0.5687411959528937,0.48230343694290023,7.746686439217465
0.13979699812765745,0.13979699812765745,0.7827352272502862,8.10344321279808
0.11453007353597344,0.11453007353597344,0.08272999992243857,5.340872700133835
0.6684029617904717,0.6684029617904717,0.48665833083816035,8.298004999610157
0.4710962061431325,0.4710962061431325,0.4907069943545209,7.547760625408148
0.5652361064811888,0.5652361064811888,0.9378264549749828,9.427113977245257
0.7649988574160256,0.7649988574160256,0.5717280523760754,8.575074890098646
0.6347183200005908,0.6347183200005908,0.4734894010569538,8.284783544067137
0.5535794006579958,0.5535794006579958,0.2669756630918936,7.209913191753333
0.5592071607454135,0.5592071607454135,0.3315689973425522,7.353807328204453
0.3039500980626122,0.3039500980626122,0.5206724024715378,7.578052189417996
0.030817834567939406,0.030817834567939406,0.4389114603050467,6.236360240880944
0.43671738923236236,0.43671738923236236,0.021612079880330426,6.02889527934492
0.2145846728195292,0.2145846728195292,0.8262919241943578,8.712602234127635
0.40852864372463615,0.40852864372463615,0.8961607718397667,9.058415412280365
0.8534030732681661,0.8534030732681661,0.14024908899861077,7.38020697262592
0.23393948586534075,0.23393948586534075,0.5540361435390494,7.549422015047556
0.05830274168906602,0.05830274168906602,0.10857574113544355,5.664531956591759
0.28138389202199654,0.28138389202199654,0.6722400930398117,7.623398953249266
0.2935937577666836,0.2935937577666836,0.2812337838390083,6.336719182600961
0.6619165147268951,0.6619165147268951,0.6594226346919018,8.800883803704243
0.5570321523412783,0.5570321523412783,0.7269946142868826,8.645231694398412
0.7838982091064135,0.7838982091064135,0.768647491917657,9.643743395173187
